name,probability,predicted,target
G0361159.JPG,[10.708405  -8.5459385],0,0
G0361160.JPG,[-2.925107   6.3459964],1,1
G0361161.JPG,[ 8.943408  -5.3250484],0,0
G0361162.JPG,[ 20.233408 -18.642002],0,0
G0361163.JPG,[ 22.22339 -19.38557],0,0
G0361164.JPG,[ 15.315262 -12.420814],0,0
G0361165.JPG,[ 13.318148 -10.013067],0,0
G0361166.JPG,[ 15.5558815 -12.927083 ],0,0
G0361167.JPG,[-3.4477048  7.156317 ],1,1
G0361168.JPG,[-5.3407974  8.901047 ],1,0
G0361169.JPG,[ 25.11172 -25.19566],0,0
G0361170.JPG,[ 30.913475 -30.70711 ],0,0
G0361171.JPG,[ 30.850603 -30.523598],0,0
G0361172.JPG,[ 17.255737 -14.921114],0,0
G0361173.JPG,[ 15.107577 -12.893113],0,0
G0361174.JPG,[1.0952141 2.2844906],1,0
G0361175.JPG,[-11.562797  14.529707],1,1
G0361176.JPG,[ 22.897871 -22.005577],0,0
G0361177.JPG,[ 26.600367 -25.406109],0,0
G0361178.JPG,[ 24.78733  -22.974203],0,0
G0361179.JPG,[ 13.84359  -11.043372],0,0
G0361180.JPG,[ 19.855793 -17.910173],0,0
G0361181.JPG,[ 4.699107  -1.3092015],0,0
G0361182.JPG,[-5.7807403  9.658579 ],1,1
G0361183.JPG,[ 15.906843  -13.4268465],0,0
G0361184.JPG,[ 22.314632 -21.105844],0,0
G0361185.JPG,[ 21.273458 -19.695505],0,0
G0361186.JPG,[ 24.649256 -23.264109],0,0
G0361187.JPG,[ 25.15687  -23.751175],0,0
G0361188.JPG,[ 17.366331 -14.829176],0,0
G0361189.JPG,[-6.419252  9.539179],1,1
G0361190.JPG,[ 3.4325752  -0.58377993],0,0
G0361191.JPG,[ 24.232176 -23.439651],0,0
G0361192.JPG,[ 31.381145 -31.605604],0,0
G0361193.JPG,[ 21.336708 -19.205544],0,0
G0361194.JPG,[ 24.044003 -22.719933],0,0
G0361195.JPG,[ 20.832855 -19.366741],0,0
G0361196.JPG,[-8.605906 12.002192],1,1
G0361197.JPG,[0.8540465 2.5167146],1,0
G0361198.JPG,[ 16.436644 -13.649997],0,0
G0361199.JPG,[ 19.595324 -17.56562 ],0,0
G0361200.JPG,[ 23.558744 -21.859896],0,0
G0361201.JPG,[ 26.554585 -25.754032],0,0
G0361202.JPG,[ 27.260548 -25.884024],0,0
G0361203.JPG,[ 17.974619 -16.061289],0,0
G0361204.JPG,[-1.0016302  4.280638 ],1,0
G0361205.JPG,[ 4.539671  -1.5478325],0,1
G0361206.JPG,[ 21.602722 -20.645565],0,0
G0361207.JPG,[ 26.880964 -25.915768],0,0
G0361208.JPG,[ 20.974102 -18.591097],0,0
G0361209.JPG,[ 26.550169 -25.305727],0,0
G0361210.JPG,[ 13.600812 -10.913686],0,0
G0361211.JPG,[ 5.5449605 -2.6427913],0,0
G0361212.JPG,[-1.3485652  4.7098727],1,1
G0361213.JPG,[ 27.510794 -27.532211],0,0
G0361214.JPG,[ 29.24442  -28.556261],0,0
G0361215.JPG,[ 27.70503 -26.76172],0,0
G0361216.JPG,[ 27.679453 -27.299597],0,0
G0361217.JPG,[ 21.6461   -20.283848],0,0
G0361218.JPG,[ 9.685748  -6.9146433],0,0
G0361219.JPG,[-1.7874577  4.4942555],1,1
G0361220.JPG,[ 21.356478 -20.36732 ],0,0
G0361221.JPG,[ 31.22863  -31.669449],0,0
G0361222.JPG,[ 27.59679  -26.882282],0,0
G0361223.JPG,[ 24.1059   -22.525032],0,0
G0361224.JPG,[ 23.771414 -22.556282],0,0
G0361225.JPG,[ 12.913976 -10.216097],0,0
G0361226.JPG,[-2.909906   6.3008876],1,1
G0361227.JPG,[ 23.402533 -22.365925],0,0
G0361228.JPG,[ 26.937523 -26.558262],0,0
G0361229.JPG,[ 25.287828 -23.914593],0,0
G0361230.JPG,[ 20.006845 -17.945639],0,0
G0361231.JPG,[ 24.772379 -23.5704  ],0,0
G0361232.JPG,[ 13.179621 -10.89759 ],0,0
G0361233.JPG,[ 4.5270205 -1.2233155],0,0
G0361234.JPG,[2.3662305  0.69572335],0,1
G0361235.JPG,[ 17.904139 -16.481304],0,0
G0361236.JPG,[ 29.835978 -29.549562],0,0
G0361237.JPG,[ 28.51752  -27.665962],0,0
G0361238.JPG,[ 26.678131 -24.949247],0,0
G0361239.JPG,[ 26.771172 -25.764349],0,0
G0361240.JPG,[ 20.320902 -18.872595],0,0
G0361241.JPG,[-6.7586837  9.864232 ],1,1
G0361242.JPG,[1.5820028 2.0226715],1,0
G0361243.JPG,[ 27.01095  -26.827301],0,0
G0361244.JPG,[ 25.078363 -23.787764],0,0
G0361245.JPG,[ 21.753769 -19.732328],0,0
G0361246.JPG,[ 24.717525 -22.98268 ],0,0
G0361247.JPG,[ 19.642326 -18.098068],0,0
G0361248.JPG,[-4.0114365  7.839794 ],1,1
G0361249.JPG,[0.47770986 2.581613  ],1,0
G0361250.JPG,[ 17.612867 -16.719479],0,0
G0361251.JPG,[ 27.69746  -26.111977],0,0
G0361252.JPG,[ 16.25527  -14.141897],0,0
G0361253.JPG,[ 23.371145 -21.730616],0,0
G0361254.JPG,[ 15.586754 -13.566813],0,0
G0361255.JPG,[-8.227595 11.479246],1,1
G0361256.JPG,[ 7.8797708 -4.961769 ],0,0
G0361257.JPG,[ 22.182333 -22.109133],0,0
G0361258.JPG,[ 29.364157 -29.391808],0,0
G0361259.JPG,[ 30.866089 -30.299276],0,0
G0361260.JPG,[ 25.368433 -23.974012],0,0
G0361261.JPG,[ 23.502388 -22.116213],0,0
G0361262.JPG,[0.84451723 2.6724749 ],1,1
G0361263.JPG,[ 3.3198419 -0.454171 ],0,0
G0361264.JPG,[ 19.77498  -17.739956],0,0
G0361265.JPG,[ 18.532969 -15.587519],0,0
G0361266.JPG,[ 24.22879  -21.929798],0,0
G0361267.JPG,[ 25.87484  -24.125456],0,0
G0361268.JPG,[ 9.855567  -6.2147408],0,0
G0361269.JPG,[ 3.7013898  -0.16228941],0,1
G0361270.JPG,[3.6423523  0.32084137],0,0
G0361271.JPG,[ 21.393951 -19.63956 ],0,0
G0361272.JPG,[ 23.657633 -22.467308],0,0
G0361273.JPG,[ 16.675077 -13.839075],0,0
G0361274.JPG,[ 20.242548 -17.766348],0,0
G0361275.JPG,[ 27.23255  -26.202187],0,0
G0361276.JPG,[2.6185923 0.7066002],0,0
G0361277.JPG,[0.22378556 3.613742  ],1,1
G0361278.JPG,[ 6.1406736 -3.8148987],0,0
G0361279.JPG,[ 27.830572 -27.872324],0,0
G0361280.JPG,[ 28.296541 -27.339643],0,0
G0361281.JPG,[ 19.347225 -17.225527],0,0
G0361282.JPG,[ 24.55694  -23.091547],0,0
G0361283.JPG,[ 18.65322  -16.565325],0,0
G0361284.JPG,[-3.6249385  7.087682 ],1,1
G0361285.JPG,[11.965752 -8.952767],0,0
G0361286.JPG,[ 24.748987 -23.641556],0,0
G0361287.JPG,[ 23.56136  -22.461105],0,0
G0361288.JPG,[ 23.005972 -21.666796],0,0
G0361289.JPG,[ 24.9979   -23.548637],0,0
G0361290.JPG,[ 21.161135 -18.876295],0,0
G0361291.JPG,[ 6.6197333 -2.8875785],0,0
G0361292.JPG,[ 6.147193  -2.4212322],0,1
G0361293.JPG,[ 13.520602 -11.959249],0,0
G0361294.JPG,[ 23.205908 -21.473604],0,0
G0361295.JPG,[ 23.07215 -21.85447],0,0
G0361296.JPG,[ 24.062422 -22.187267],0,0
G0361297.JPG,[ 26.679464 -25.14251 ],0,0
G0361298.JPG,[ 13.879434 -11.516506],0,0
G0361299.JPG,[-7.0429354 10.723824 ],1,0
G0361300.JPG,[ 4.8401756 -1.6423254],0,1
G0361301.JPG,[ 24.532396 -23.173277],0,0
G0361302.JPG,[ 23.740288 -22.319174],0,0
G0361303.JPG,[ 27.55081 -26.31601],0,0
G0361304.JPG,[ 23.806448 -21.556545],0,0
G0361305.JPG,[ 23.813963 -22.442915],0,0
G0361306.JPG,[0.96206844 2.3752978 ],1,0
G0361307.JPG,[-8.744728 12.140629],1,1
G0361308.JPG,[ 24.09523 -23.56441],0,0
G0361309.JPG,[ 24.713701 -23.99171 ],0,0
G0361310.JPG,[ 27.26175  -26.293617],0,0
G0361311.JPG,[ 27.820917 -27.02768 ],0,0
G0361312.JPG,[ 21.291292 -19.996561],0,0
G0361313.JPG,[ 15.064638 -13.37261 ],0,0
G0361314.JPG,[-6.0151334  9.621264 ],1,0
G0361315.JPG,[ 3.744557   -0.54376525],0,1
G0361316.JPG,[ 27.681055 -27.437876],0,0
G0361317.JPG,[ 24.9258   -23.737585],0,0
G0361318.JPG,[ 27.249758 -25.982084],0,0
G0361319.JPG,[ 29.101307 -28.425776],0,0
G0361320.JPG,[ 21.930185 -19.838684],0,0
G0361321.JPG,[0.9858806 2.4374616],1,0
G0361322.JPG,[ 3.412652   -0.31786025],0,1
G0361323.JPG,[ 27.167482 -27.186758],0,0
G0361324.JPG,[ 29.794943 -29.082525],0,0
G0361325.JPG,[ 21.793037 -19.475033],0,0
G0361326.JPG,[ 22.923359 -20.704351],0,0
G0361327.JPG,[ 16.370943 -13.907866],0,0
G0361328.JPG,[-3.8967052  7.5801682],1,0
G0361329.JPG,[ 8.744037  -6.0439763],0,1
G0361330.JPG,[ 28.319778 -28.583504],0,0
G0361331.JPG,[ 30.555773 -30.58418 ],0,0
G0361332.JPG,[ 24.26391  -22.850822],0,0
G0361333.JPG,[ 28.770216 -28.265753],0,0
G0361334.JPG,[ 16.57673  -14.654309],0,0
G0361335.JPG,[-4.299312  7.523678],1,0
G0361336.JPG,[-4.6729555  7.8633995],1,1
G0361337.JPG,[ 25.943613 -25.318651],0,0
G0361338.JPG,[ 30.377058 -30.234844],0,0
G0361339.JPG,[ 28.850033 -28.090408],0,0
G0361340.JPG,[ 26.885174 -25.648102],0,0
G0361341.JPG,[ 15.149138 -12.972526],0,0
G0361342.JPG,[ 6.802254  -3.9483073],0,0
G0361343.JPG,[-3.4076562  6.539818 ],1,1
G0361344.JPG,[ 13.359643 -11.181469],0,0
G0361345.JPG,[ 29.897436 -31.330336],0,0
G0361346.JPG,[ 23.43717  -22.390553],0,0
G0361347.JPG,[ 25.817148 -24.717587],0,0
G0361348.JPG,[ 30.142258 -29.48227 ],0,0
G0361349.JPG,[ 21.581976 -19.65424 ],0,0
G0361350.JPG,[ 6.6377544 -3.9512212],0,1
G0361351.JPG,[-3.0632026  6.556221 ],1,0
G0361352.JPG,[ 26.994507 -26.573679],0,0
G0361353.JPG,[ 18.296715 -15.659931],0,0
G0361354.JPG,[ 25.672577 -24.037607],0,0
G0361355.JPG,[ 24.333622 -23.115133],0,0
G0361356.JPG,[ 16.878551 -14.44553 ],0,0
G0361357.JPG,[-9.775819 13.033463],1,1
G0361358.JPG,[ 7.1303744 -4.2118597],0,0
G0361359.JPG,[ 25.593615 -26.00983 ],0,0
G0361360.JPG,[ 28.966843 -29.257849],0,0
G0361361.JPG,[ 31.175371 -30.787003],0,0
G0361362.JPG,[ 27.611217 -27.199734],0,0
G0361363.JPG,[ 16.961668 -14.88333 ],0,0
G0361364.JPG,[2.4014878 0.9561437],0,1
G0361365.JPG,[-8.831744 12.053488],1,0
G0361366.JPG,[ 22.739622 -20.734303],0,0
G0361367.JPG,[ 18.923363 -16.6702  ],0,0
G0361368.JPG,[ 24.133867 -21.936785],0,0
G0361369.JPG,[ 17.525158 -14.981677],0,0
G0361370.JPG,[ 20.689535 -18.430769],0,0
G0361371.JPG,[-1.8256398  5.3209825],1,1
G0361372.JPG,[ 8.308025 -5.149774],0,0
G0361373.JPG,[ 18.352251 -15.862244],0,0
G0361374.JPG,[ 24.110693 -22.881758],0,0
G0361375.JPG,[ 22.962564 -20.748316],0,0
G0361376.JPG,[ 24.117046 -22.51706 ],0,0
G0361377.JPG,[ 19.961473 -17.685543],0,0
G0361378.JPG,[3.3865755  0.43089935],0,1
G0361379.JPG,[-3.7413223  7.151592 ],1,0
G0361380.JPG,[ 8.9617815 -6.9796147],0,0
G0361381.JPG,[ 23.068565 -21.348291],0,0
G0361382.JPG,[ 31.288397 -31.04164 ],0,0
G0361383.JPG,[ 25.861326 -24.450962],0,0
G0361384.JPG,[ 23.529985 -21.887892],0,0
G0361385.JPG,[10.030886 -6.91277 ],0,0
G0361386.JPG,[-1.348032  5.193651],1,1
G0361387.JPG,[ 7.609706  -4.7835054],0,0
G0361388.JPG,[ 32.29961  -32.755726],0,0
G0361389.JPG,[ 35.450645 -36.579082],0,0
G0361390.JPG,[ 27.164267 -26.147778],0,0
G0361391.JPG,[ 25.386433 -23.9397  ],0,0
G0361392.JPG,[ 24.277298 -23.014658],0,0
G0361393.JPG,[-3.999621  7.653813],1,0
G0361394.JPG,[-1.1519468  4.2415667],1,1
G0361395.JPG,[ 20.994827 -20.004765],0,0
G0361396.JPG,[ 28.55584  -28.017921],0,0
G0361397.JPG,[ 24.332703 -22.512293],0,0
G0361398.JPG,[ 32.355835 -31.527243],0,0
G0361399.JPG,[ 21.77314  -19.945028],0,0
G0361400.JPG,[ 8.52313  -5.815357],0,0
G0361401.JPG,[-15.826431  18.280245],1,1
G0361402.JPG,[ 18.502748 -17.210655],0,0
G0361403.JPG,[ 34.29217 -36.08004],0,0
G0361404.JPG,[ 30.70677  -30.607538],0,0
G0361405.JPG,[ 31.652061 -31.541208],0,0
G0361406.JPG,[ 28.861698 -28.702463],0,0
G0361407.JPG,[ 23.998713 -23.175491],0,0
G0361408.JPG,[-2.1865542  5.946997 ],1,0
G0361409.JPG,[-14.629358  16.361794],1,1
G0361410.JPG,[ 25.493494 -24.198109],0,0
G0361411.JPG,[ 23.046555 -21.8359  ],0,0
G0361412.JPG,[ 25.550514 -23.518286],0,0
G0361413.JPG,[ 27.121832 -25.072779],0,0
G0361414.JPG,[ 15.438682 -12.967647],0,0
G0361415.JPG,[-3.6704857  7.472119 ],1,0
G0361416.JPG,[-8.388266 11.457978],1,1
G0361417.JPG,[ 29.914976 -30.040823],0,0
G0361418.JPG,[ 30.059544 -30.35024 ],0,0
G0361419.JPG,[ 33.96672  -34.815647],0,0
G0361420.JPG,[ 30.857904 -30.586653],0,0
G0361421.JPG,[ 24.021812 -23.272842],0,0
G0361422.JPG,[1.9915506 0.9676989],0,0
G0361423.JPG,[-1.8117731  4.936294 ],1,1
G0361424.JPG,[ 20.497255 -18.957243],0,0
G0361425.JPG,[ 24.413586 -23.260044],0,0
G0361426.JPG,[ 27.490192 -26.64013 ],0,0
G0361427.JPG,[ 21.64327  -19.615206],0,0
G0361428.JPG,[ 22.288286 -20.504255],0,0
G0361429.JPG,[ 13.668381 -10.925396],0,0
G0361430.JPG,[-4.869552  8.632373],1,1
G0361431.JPG,[ 5.1649046 -2.1701527],0,0
G0361432.JPG,[ 28.798073 -29.439703],0,0
G0361433.JPG,[ 33.55405  -34.149586],0,0
G0361434.JPG,[ 31.17066  -31.697514],0,0
G0361435.JPG,[ 32.241623 -32.985516],0,0
G0361436.JPG,[ 20.676096 -19.853054],0,0
G0361437.JPG,[-6.677286  9.948435],1,0
G0361438.JPG,[-4.432637  7.21223 ],1,1
G0361439.JPG,[ 21.839064 -20.95737 ],0,0
G0361440.JPG,[ 15.288698 -13.520543],0,0
G0361441.JPG,[ 19.0685  -16.52061],0,0
G0361442.JPG,[ 20.653845 -18.267492],0,0
G0361443.JPG,[ 18.507994 -16.576868],0,0
G0361444.JPG,[0.24863204 3.2458825 ],1,0
G0361445.JPG,[2.1712484 1.2696326],0,1
G0361446.JPG,[ 27.907722 -28.065805],0,0
G0361447.JPG,[ 28.518927 -27.271563],0,0
G0361448.JPG,[ 21.205486 -19.04302 ],0,0
G0361449.JPG,[ 26.594364 -25.403236],0,0
G0361450.JPG,[ 22.018812 -20.356508],0,0
G0361451.JPG,[2.9108632 0.6999619],0,0
G0361452.JPG,[-5.4174023  8.725222 ],1,1
G0361453.JPG,[ 16.463081 -14.512402],0,0
G0361454.JPG,[ 29.757105 -29.355593],0,0
G0361455.JPG,[ 20.494638 -19.01889 ],0,0
G0361456.JPG,[ 17.943102 -15.088947],0,0
G0361457.JPG,[ 21.265356 -19.061523],0,0
G0361458.JPG,[ 16.504013 -14.263679],0,0
G0361459.JPG,[-4.648851  8.49597 ],1,1
G0361460.JPG,[12.243476 -9.802329],0,0
G0361461.JPG,[ 25.975788 -26.433615],0,0
G0361462.JPG,[ 30.690489 -30.829065],0,0
G0361463.JPG,[ 32.154564 -32.230923],0,0
G0361464.JPG,[ 28.376356 -27.460886],0,0
G0361465.JPG,[ 20.30344  -18.958006],0,0
G0361466.JPG,[2.7283463 0.621605 ],0,0
G0361467.JPG,[-8.374431 11.727536],1,1
G0361468.JPG,[ 21.688093 -20.892916],0,0
G0361469.JPG,[ 29.251345 -28.771196],0,0
G0361470.JPG,[ 27.049883 -26.0305  ],0,0
G0361471.JPG,[ 23.062342 -21.040632],0,0
G0361472.JPG,[ 28.569637 -27.658583],0,0
G0361473.JPG,[2.692185  1.3470862],0,0
G0361474.JPG,[2.5632634 1.5760679],0,1
G0361475.JPG,[ 26.571291 -26.111391],0,0
G0361476.JPG,[ 24.493078 -22.516203],0,0
G0361477.JPG,[ 31.469807 -31.446604],0,0
G0361478.JPG,[ 24.742666 -23.268223],0,0
G0361479.JPG,[ 24.366247 -23.030094],0,0
G0361480.JPG,[ 6.120195  -3.0854313],0,0
G0361481.JPG,[1.0283378 2.869744 ],1,1
G0361482.JPG,[12.717861 -9.089051],0,0
G0361483.JPG,[ 14.796233 -10.89835 ],0,0
G0361484.JPG,[ 14.742183 -11.204381],0,0
G0733247.JPG,[ 6.707002  -3.7162151],0,0
G0733248.JPG,[ 8.759314  -5.6486216],0,0
G0733249.JPG,[ 9.444901 -6.652643],0,0
G0733250.JPG,[ 21.530308 -19.314503],0,0
G0733251.JPG,[ 20.637674 -18.547098],0,0
G0733252.JPG,[ 18.834429 -16.10131 ],0,0
G0733253.JPG,[ 13.433946 -10.29514 ],0,0
G0733254.JPG,[ 9.472995 -6.51969 ],0,0
G0733255.JPG,[-10.227242  14.042491],1,1
G0733256.JPG,[ 16.234707 -13.721377],0,0
G0733257.JPG,[ 28.174078 -27.057686],0,0
G0733258.JPG,[ 30.82548  -29.727453],0,0
G0733259.JPG,[ 28.031422 -26.55052 ],0,0
G0733260.JPG,[ 22.592266 -21.085552],0,0
G0733261.JPG,[ 4.9030533 -1.487926 ],0,0
G0733262.JPG,[-4.9249644  8.799361 ],1,1
G0733263.JPG,[ 15.531801 -13.627512],0,0
G0733264.JPG,[ 17.924118 -14.509885],0,0
G0733265.JPG,[ 25.061316 -23.2618  ],0,0
G0733266.JPG,[ 25.114666 -23.442398],0,0
G0733267.JPG,[12.094239  -8.7882185],0,0
G0733268.JPG,[-4.300259   7.9936333],1,1
G0733269.JPG,[ 5.940612  -2.2935944],0,0
G0733270.JPG,[12.823209 -9.629983],0,0
G0733271.JPG,[ 22.776072 -21.516684],0,0
G0733272.JPG,[ 24.24888  -22.189775],0,0
G0733273.JPG,[ 23.694387 -21.377033],0,0
G0733274.JPG,[ 13.742093 -11.270848],0,0
G0733275.JPG,[-6.130093  9.689266],1,1
G0733276.JPG,[ 19.008635 -16.939404],0,0
G0733277.JPG,[ 27.653345 -26.882097],0,0
G0733278.JPG,[ 26.898874 -25.566664],0,0
G0733279.JPG,[ 31.130026 -30.162296],0,0
G0733280.JPG,[ 23.525509 -21.835209],0,0
G0733281.JPG,[10.758441 -7.976179],0,0
G0733282.JPG,[-9.803486 13.842607],1,1
G0733283.JPG,[ 15.272847 -13.443143],0,0
G0733284.JPG,[ 20.43852  -19.119667],0,0
G0733285.JPG,[ 32.679745 -32.44658 ],0,0
G0733286.JPG,[ 24.947603 -23.209307],0,0
G0733287.JPG,[ 14.317207 -11.177039],0,0
G0733288.JPG,[ 14.109557 -11.41399 ],0,0
G0733289.JPG,[-3.562009  7.396882],1,1
G0733290.JPG,[ 13.450543 -11.226637],0,0
G0733291.JPG,[ 19.705381 -17.67927 ],0,0
G0733292.JPG,[ 19.219662 -16.725412],0,0
G0733293.JPG,[ 13.684353 -10.469648],0,0
G0733294.JPG,[ 13.774184 -10.974335],0,0
G0733295.JPG,[-7.5272555 11.308552 ],1,1
G0733296.JPG,[11.621601 -8.554654],0,0
G0733297.JPG,[ 21.001963 -19.830914],0,0
G0733298.JPG,[ 28.475758 -26.540792],0,0
G0733299.JPG,[ 26.258554 -24.665596],0,0
G0733300.JPG,[ 29.376108 -28.997614],0,0
G0733301.JPG,[ 13.893019  -11.3562565],0,0
G0733302.JPG,[-8.229067 12.059362],1,1
G0733303.JPG,[ 14.918693 -12.994002],0,0
G0733304.JPG,[ 30.940413 -30.317904],0,0
G0733305.JPG,[ 17.74357  -14.758952],0,0
G0733306.JPG,[ 19.213642 -16.45461 ],0,0
G0733307.JPG,[ 20.243006 -17.73396 ],0,0
G0733308.JPG,[1.2099689 1.9693615],1,1
G0733309.JPG,[2.679099  0.5322535],0,0
G0733310.JPG,[ 24.24882  -23.654804],0,0
G0733311.JPG,[ 23.982132 -22.041782],0,0
G0733312.JPG,[ 16.609814 -13.36736 ],0,0
G0733313.JPG,[ 23.783083 -21.332624],0,0
G0733314.JPG,[ 24.313473 -22.69571 ],0,0
G0733315.JPG,[ 13.837387 -11.452021],0,0
G0733316.JPG,[-9.669771 13.420621],1,1
G0733317.JPG,[ 20.111076 -18.03144 ],0,0
G0733318.JPG,[ 27.71351  -26.353014],0,0
G0733319.JPG,[ 26.722511 -24.84661 ],0,0
G0733320.JPG,[ 20.067865 -17.6131  ],0,0
G0733321.JPG,[ 22.15468  -19.902182],0,0
G0733322.JPG,[ 9.942498 -6.70717 ],0,0
G0733323.JPG,[-6.711403 10.394737],1,1
G0733324.JPG,[ 18.670473 -17.58199 ],0,0
G0733325.JPG,[ 24.291466 -24.353067],0,0
G0733326.JPG,[ 25.966846 -24.313557],0,0
G0733327.JPG,[ 23.651287 -21.414145],0,0
G0733328.JPG,[ 24.138346 -23.011877],0,0
G0733329.JPG,[-4.890655  8.669479],1,1
G0733330.JPG,[-1.0106549  4.4544373],1,0
G0733331.JPG,[ 28.749142 -29.187159],0,0
G0733332.JPG,[ 19.491394 -17.281929],0,0
G0733333.JPG,[ 15.801803  -13.1432705],0,0
G0733334.JPG,[ 23.695831 -21.509415],0,0
G0733335.JPG,[ 7.9210043 -4.734654 ],0,0
G0733336.JPG,[-8.78476  12.785163],1,1
G0733337.JPG,[ 20.534628 -19.765987],0,0
G0733338.JPG,[ 27.210024 -27.235485],0,0
G0733339.JPG,[ 32.052105 -30.882814],0,0
G0733340.JPG,[ 25.533749 -23.512028],0,0
G0733341.JPG,[ 18.253492 -16.245718],0,0
G0733342.JPG,[ 6.39961   -3.4987113],0,0
G0733343.JPG,[-6.925129 10.575765],1,1
G0733344.JPG,[ 21.340757 -20.023119],0,0
G0733345.JPG,[ 28.07192  -26.594856],0,0
G0733346.JPG,[ 24.973682 -22.751062],0,0
G0733347.JPG,[ 24.747353 -22.918259],0,0
G0733348.JPG,[12.700844 -9.8745  ],0,0
G0733349.JPG,[-3.7658389  7.501027 ],1,1
G0733350.JPG,[ 9.741015 -6.668456],0,0
G0733351.JPG,[ 21.39984  -19.436888],0,0
G0733352.JPG,[ 30.760042 -30.475166],0,0
G0733353.JPG,[ 21.673573 -19.187729],0,0
G0733354.JPG,[ 26.293558 -24.244686],0,0
G0733355.JPG,[11.566864  -7.6989365],0,0
G0733356.JPG,[-5.4377246  9.307938 ],1,1
G0733357.JPG,[2.579755   0.80034894],0,0
G0733358.JPG,[ 29.188353 -29.692987],0,0
G0733359.JPG,[ 25.35522  -23.580822],0,0
